"BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Mas.Vnr.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.Type.2","NOM.Alley","Fireplace.Qu","NOM.Garage.Type","NOM.Garage.Year","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","NOM.Pool","Fence","Lot.Frontage","Lot.Area","NOM.MS.SubClass","NOM.MS.Zoning","NOM.Street","NOM.Lot.Shape","NOM.Land.Contour","NOM.Lot.Config","NOM.Land.Slope","NOM.Neighborhood","NOM.Condition.1","NOM.Bldg.Type","NOM.House.Style","Overall.Qual","Overall.Cond","NOM.Year.Built","NOM.Year.Remod.Add","NOM.Roof.Style","NOM.Roof.Matl","NOM.Exterior.1st","NOM.Exterior.2nd","NOM.Mas.Vnr.Type","Exter.Qual","Exter.Cond","NOM.Foundation","NOM.Heating","Heating.QC","NOM.Central.Air","NOM.Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","NOM.Functional","Fireplaces","NOM.Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Mo.Sold","Yr.Sold","NOM.Sale.Type","NOM.Sale.Condition","SalePrice"
56,0,2336,2392,922,0,0,4,2,3,6,1,"None",5,"Attchd","Bet.1992.2005",4,3,968,2,2,"yes",0,103,13472,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",10,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",4,2,"PConc","GasA",4,"Y","Standard",2392,0,0,2392,2,0,3,1,4,8,"Typ",1,"Paved",248,105,0,0,0,6,2009,"WD ","Normal",386250
1972,0,480,2452,724,2,0,4,2,0,6,1,"None",4,"Attchd","Bet.1992.2005",4,3,886,2,2,"yes",2,110,15274,20,"RL","Pave","IR1","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story",9,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",2452,0,0,2452,2,0,3,1,4,10,"Typ",1,"Paved",0,116,0,0,0,7,2009,"WD ","Normal",445000
0,0,1082,1082,186,0,0,3,2,0,1,1,"None",4,"BuiltIn","Bet.1992.2005",4,3,730,2,2,"yes",0,96,13262,60,"RL","Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1105,1295,0,2400,3,1,4,1,3,10,"Typ",1,"Paved",114,40,0,0,0,6,2009,"WD ","Normal",290000
0,0,1598,1598,383,0,0,3,2,0,1,1,"None",4,"Attchd","Aft.2005",2,3,871,2,2,"yes",0,70,9658,20,"RL","Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",3,"Y","Standard",1606,0,0,1606,2,0,3,1,3,6,"Typ",1,"Paved",230,60,0,0,0,7,2009,"WD ","Normal",255900
900,0,406,1306,135,1,0,3,2,2,5,1,"None",4,"Attchd","Aft.2005",2,2,624,2,2,"yes",0,34,5381,120,"RL","Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","1Story",6,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1306,0,0,1306,2,0,1,1,3,5,"Typ",1,"Paved",170,63,0,0,0,8,2009,"WD ","Normal",196000
881,0,425,1306,135,1,0,3,2,2,6,1,"None",4,"Attchd","Aft.2005",2,2,624,2,2,"yes",0,34,5122,120,"RL","Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","1Story",6,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1306,0,0,1306,2,0,1,1,3,5,"Typ",1,"Paved",170,63,0,0,0,3,2009,"WD ","Normal",184500
904,0,410,1314,166,1,0,3,2,0,6,1,"None",4,"Attchd","Aft.2005",2,2,626,2,2,"yes",0,34,5001,120,"RL","Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","1Story",7,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1314,0,0,1314,2,0,2,1,3,6,"Typ",1,"Paved",172,62,0,0,0,7,2009,"WD ","Normal",230000
1196,0,516,1712,270,1,0,4,2,3,6,1,"None",4,"Attchd","Bet.1992.2005",2,3,701,2,2,"yes",0,129,16770,20,"RL","Pave","Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1712,0,0,1712,2,0,3,1,3,8,"Typ",1,"Paved",218,183,0,0,0,9,2009,"WD ","Normal",286500
863,0,461,1324,176,1,0,3,2,0,6,1,"None",4,"Attchd","Aft.2005",4,2,550,2,2,"yes",0,48,6240,120,"RL","Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",8,5,"Aft.2005","Aft.2006","Hip","CompShg","MetalSd","MetalSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1324,0,0,1324,2,0,2,1,3,6,"Typ",1,"Paved",192,38,0,0,0,12,2009,"WD ","Normal",254000
0,0,1405,1405,163,0,0,3,2,0,1,1,"None",3,"Attchd","Bet.1992.2005",2,2,478,2,2,"yes",0,48,3480,120,"RL","Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1405,0,0,1405,2,0,2,1,3,6,"Typ",1,"Paved",148,36,0,0,0,11,2009,"WD ","Normal",173000
567,0,197,764,106,0,0,3,2,0,6,1,"None",0,"BuiltIn","Bet.1992.2005",2,2,474,2,2,"yes",0,36,2268,160,"RL","Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","Wd Shng","Stone",3,2,"PConc","GasA",4,"Y","Standard",764,862,0,1626,2,0,2,1,3,6,"Typ",0,"Paved",0,27,0,0,0,7,2009,"WD ","Normal",173000
0,0,728,728,0,0,0,3,3,0,1,1,"None",4,"Attchd","Aft.2005",4,2,390,2,2,"yes",0,63,10928,60,"RL","Pave","Reg","Lvl","Inside","Gtl","Gilbert","NotNorm","1Fam","2Story",7,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",728,728,0,1456,2,1,3,1,3,8,"Typ",1,"Paved",100,0,0,0,0,6,2009,"WD ","Normal",184000
0,0,742,742,0,0,0,3,2,0,1,1,"None",4,"Attchd","Aft.2005",4,2,390,2,2,"yes",0,149,12589,60,"RL","Pave","IR2","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",742,742,0,1484,2,1,3,1,3,8,"Typ",1,"Paved",36,24,0,0,0,6,2009,"WD ","Normal",174000
988,0,398,1386,130,0,1,3,2,0,5,1,"None",3,"Attchd","Aft.2005",2,3,660,2,2,"yes",0,51,3635,120,"RL","Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",7,5,"Aft.2005","Aft.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1569,0,0,1569,2,0,1,1,3,7,"Typ",1,"Paved",143,20,0,0,0,5,2009,"WD ","Normal",175900
16,0,1357,1373,16,0,0,3,2,2,6,1,"None",3,"Attchd","Aft.2005",4,2,430,2,2,"yes",0,43,3182,120,"RL","Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",7,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1555,0,0,1555,2,0,2,1,3,7,"Typ",1,"Paved",143,20,0,0,0,5,2009,"WD ","Normal",192500
16,0,1330,1346,16,0,0,3,2,0,6,1,"None",4,"Attchd","Aft.2005",4,2,457,2,2,"yes",0,43,3182,120,"RL","Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",7,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1504,0,0,1504,2,0,1,1,3,7,"Typ",1,"Paved",156,0,0,0,0,5,2009,"WD ","Normal",181000
425,0,291,716,0,1,0,3,2,0,6,1,"None",4,"Attchd","Bet.1992.2005",4,2,432,2,2,"yes",0,71,7795,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",716,716,0,1432,2,1,3,1,3,6,"Typ",1,"Paved",100,51,0,0,0,7,2009,"WD ","Normal",188500
0,0,1010,1010,0,0,0,3,2,0,1,1,"None",3,"BuiltIn","Bet.1992.2005",2,2,390,2,2,"yes",0,66.2912421766652,8068,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1010,1257,0,2267,2,1,4,1,3,8,"Typ",1,"Paved",120,46,0,0,0,12,2009,"ConLI","Normal",2e+05
0,0,384,384,0,0,0,3,2,1,1,1,"None",4,"BuiltIn","Bet.1992.2005",4,2,400,2,2,"yes",0,59,9434,80,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","WdShing","Wd Shng","None",3,2,"PConc","GasA",4,"Y","Standard",744,630,0,1374,2,1,3,1,3,6,"Typ",1,"Paved",100,0,0,0,0,8,2009,"WD ","Normal",170000
0,0,868,868,200,0,0,3,2,0,1,1,"None",4,"BuiltIn","Bet.1992.2005",4,2,436,2,2,"yes",0,62,7984,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",868,762,0,1630,2,1,3,1,3,7,"Typ",1,"Paved",120,48,0,0,0,9,2009,"WD ","Normal",189500
652,0,130,782,0,1,0,3,2,0,6,1,"None",4,"Attchd","Bet.1992.2005",4,2,400,2,2,"yes",0,67.8941519277997,8965,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",806,683,0,1489,2,1,3,1,3,8,"Typ",1,"Paved",0,75,0,0,0,6,2009,"WD ","Normal",192000
904,0,410,1314,166,1,0,3,2,0,6,1,"None",4,"Attchd","Aft.2005",2,2,626,2,2,"yes",0,34,5063,120,"RL","Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","1Story",7,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1314,0,0,1314,2,0,2,1,3,6,"Typ",1,"Paved",172,62,0,0,0,4,2009,"ConLw","Normal",207500
300,0,652,952,0,0,0,3,2,0,6,1,"None",3,"BuiltIn","Bet.1992.2005",4,2,554,2,2,"yes",0,67.590367471063,8795,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",980,1276,0,2256,2,1,4,1,3,8,"Typ",1,"Paved",224,54,0,0,0,4,2009,"WD ","Normal",236000
683,0,111,794,0,1,0,3,2,0,6,1,"None",3,"Attchd","Bet.1992.2005",4,2,394,2,2,"yes",0,42,8433,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",819,695,0,1514,2,1,3,1,2,7,"Typ",1,"Paved",0,72,0,0,0,6,2009,"WD ","Normal",190000
0,0,384,384,0,0,0,3,2,0,1,1,"None",3,"BuiltIn","Bet.1992.2005",2,2,400,2,2,"yes",0,62,7750,80,"RL","Pave","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",774,656,0,1430,2,1,3,1,2,7,"Typ",1,"Paved",0,0,0,0,0,3,2009,"WD ","Normal",156000
0,0,384,384,0,0,0,2,2,0,1,1,"None",3,"BuiltIn","Bet.1992.2005",4,2,410,2,2,"yes",0,64,7848,80,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,6,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",774,656,0,1430,2,1,3,1,2,7,"Typ",1,"Paved",0,0,0,0,0,6,2009,"WD ","Normal",168000
689,0,773,1462,506,1,0,3,2,0,6,1,"None",3,"Attchd","Bet.1992.2005",4,3,810,2,2,"yes",0,174,15138,60,"RL","Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1490,1304,0,2794,2,1,4,1,4,9,"Typ",1,"Paved",0,146,202,0,0,7,2009,"WD ","Normal",403000
1173,0,282,1455,150,1,0,3,2,1,6,1,"None",3,"BuiltIn","Bet.1992.2005",2,3,810,2,2,"yes",0,106,12720,60,"RL","Pave","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1466,1221,0,2687,2,1,4,1,3,10,"Typ",2,"Paved",252,30,0,0,0,9,2009,"WD ","Normal",327000
781,0,503,1284,731,1,0,3,2,1,6,1,"None",3,"Attchd","Bet.1992.2005",4,3,1069,2,2,"yes",0,81.4393647634738,16545,60,"RL","Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1310,1140,0,2450,2,1,3,1,3,7,"Typ",1,"Paved",0,126,0,0,0,5,2009,"WD ","Normal",340000
854,0,371,1225,975,1,0,3,2,0,6,1,"None",3,"Attchd","Bet.1992.2005",4,3,676,2,2,"yes",0,98,12203,60,"RL","Pave","IR1","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1276,1336,0,2612,2,1,4,1,3,8,"Typ",1,"Paved",250,0,0,0,0,7,2009,"WD ","Normal",336000
0,0,1264,1264,921,0,0,3,2,0,1,1,"None",3,"Attchd","Bet.1992.2005",2,3,889,2,2,"yes",0,79,10208,60,"RL","Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1277,1067,0,2344,2,1,3,1,3,7,"Typ",1,"Paved",220,0,0,0,0,7,2009,"WD ","Normal",265000
236,1526,262,2024,634,1,0,3,2,2,4,6,"None",4,"Attchd","Bet.1992.2005",4,3,815,2,2,"yes",0,71.0838887235356,10750,20,"RL","Pave","IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",2063,0,0,2063,2,0,3,1,3,7,"Typ",2,"Paved",182,56,0,0,0,6,2009,"WD ","Normal",315000
816,0,254,1070,286,1,0,3,2,0,6,1,"None",3,"Attchd","Bet.1992.2005",4,2,647,2,2,"yes",0,79,9085,60,"RL","Pave","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1094,967,0,2061,2,1,3,1,3,7,"Typ",1,"Paved",296,102,209,0,0,11,2009,"WD ","Normal",260000
1361,180,88,1629,528,1,0,3,3,0,6,3,"None",3,"Attchd","Bet.1992.2005",2,3,711,2,2,"yes",0,52,46589,60,"RL","Pave","IR2","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story",8,7,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1686,762,0,2448,2,1,4,1,3,8,"Typ",1,"Paved",517,76,0,0,0,7,2009,"WD ","Normal",402000
595,0,378,973,0,0,0,3,2,0,6,1,"None",4,"BuiltIn","Bet.1992.2005",4,2,467,2,2,"yes",0,105.409745367396,29959,60,"RL","Pave","IR2","Lvl","FR2","Gtl","NoRidge","Norm","1Fam","2Story",7,6,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","None",3,2,"PConc","GasA",4,"Y","Standard",979,871,0,1850,2,1,3,1,3,7,"Typ",1,"Paved",168,98,0,0,0,1,2009,"WD ","Normal",248000
0,0,1614,1614,294,0,0,3,2,0,1,1,"None",4,"Attchd","Aft.2005",4,3,726,2,2,"yes",0,78,10206,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Somerst","NotNorm","1Fam","1Story",8,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1658,0,0,1658,2,1,3,1,3,7,"Typ",1,"Paved",144,44,0,0,0,9,2009,"WD ","Normal",257500
0,0,1573,1573,194,0,0,3,2,0,1,1,"None",4,"Attchd","Aft.2005",4,3,840,2,2,"yes",0,78,9262,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,"Aft.2005","Aft.2006","Gable","CompShg","CemntBd","CmentBd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1578,0,0,1578,2,0,3,1,4,7,"Typ",1,"Paved",0,36,0,0,0,5,2009,"New","Partial",287090
1294,0,408,1702,260,1,0,3,2,2,6,1,"None",4,"Attchd","Aft.2005",2,3,844,2,2,"yes",0,85,10130,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1702,0,0,1702,2,0,3,1,3,7,"Typ",1,"Paved",0,69,0,0,0,3,2009,"WD ","Normal",275500
341,0,772,1113,0,0,0,3,2,1,6,1,"None",4,"Attchd","Aft.2005",2,2,689,2,2,"yes",0,75,9675,60,"RL","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1113,858,0,1971,2,1,3,1,3,8,"Typ",1,"Paved",0,48,0,0,0,2,2009,"WD ","Normal",253000
27,0,1191,1218,0,0,0,3,2,0,6,1,"None",0,"Attchd","Aft.2005",4,2,676,2,2,"yes",0,75,7862,20,"FV","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",6,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1218,0,0,1218,2,0,2,1,3,4,"Typ",0,"Paved",0,102,0,0,0,9,2009,"New","Partial",208300
765,0,252,1017,160,1,0,4,2,2,6,1,"None",5,"Attchd","Aft.2005",4,3,812,2,2,"yes",0,85,11003,60,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",10,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","Stone",4,2,"PConc","GasA",4,"Y","Standard",1026,981,0,2007,2,1,3,1,4,10,"Typ",1,"Paved",168,52,0,0,0,4,2009,"WD ","Normal",310000
0,0,1082,1082,0,0,0,3,2,1,1,1,"None",4,"Attchd","Aft.2005",2,3,1043,2,2,"yes",0,85,10574,60,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1082,871,0,1953,2,1,3,1,3,9,"Typ",1,"Paved",160,50,0,0,0,5,2009,"WD ","Normal",252000
0,0,912,912,0,0,0,3,2,0,1,1,"None",4,"BuiltIn","Bet.1992.2005",4,2,615,2,2,"yes",0,75,9375,60,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",912,1182,0,2094,2,1,4,1,3,8,"Typ",1,"Paved",182,182,0,0,0,11,2009,"WD ","Normal",263000
410,0,811,1221,0,1,0,3,2,0,6,1,"Pave",0,"Attchd","Bet.1992.2005",2,2,400,2,2,"yes",0,62,7500,20,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1221,0,0,1221,2,0,2,1,3,6,"Typ",0,"Paved",0,113,0,0,0,10,2009,"WD ","Normal",185000
771,360,422,1553,0,1,0,3,2,0,6,5,"None",0,"Attchd","Bet.1992.2005",2,2,588,2,2,"yes",0,68,8736,20,"FV","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","Wd Shng","None",3,2,"PConc","GasA",4,"Y","Standard",1553,0,0,1553,2,0,3,1,3,6,"Typ",0,"Paved",192,88,0,0,0,8,2009,"WD ","Normal",234500
54,0,1087,1141,0,1,0,3,3,0,6,1,"None",0,"Detchd","Aft.2005",2,2,484,2,2,"yes",0,63,7500,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",7,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1141,0,0,1141,1,1,3,1,3,6,"Typ",0,"Paved",182,0,0,0,0,6,2009,"WD ","Normal",152000
0,0,1158,1158,0,0,0,3,2,0,1,1,"None",0,"None","None",0,0,0,0,0,"yes",0,63,7500,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",1158,0,0,1158,1,1,3,1,3,5,"Typ",0,"Paved",0,50,0,0,0,8,2009,"WD ","Normal",143500
0,0,835,835,0,0,0,3,2,3,1,1,"None",0,"BuiltIn","Bet.1992.2005",2,2,478,2,2,"yes",0,96,10628,60,"RL","Pave","IR1","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",871,941,0,1812,2,1,3,1,3,8,"Typ",0,"Paved",146,91,0,0,0,1,2009,"WD ","Normal",193000
516,774,222,1512,264,0,0,3,2,3,4,3,"None",0,"Attchd","Bet.1992.2005",2,3,845,2,2,"yes",0,76,10141,20,"RL","Pave","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","Tar&Grv","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1512,0,0,1512,2,0,3,1,3,6,"Typ",0,"Paved",210,36,0,0,0,1,2009,"WD ","Normal",203000
833,0,343,1176,0,1,0,3,2,0,6,1,"None",0,"Attchd","Bet.1992.2005",2,2,555,2,2,"yes",0,67,10083,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","",3,2,"PConc","GasA",4,"Y","Standard",1200,0,0,1200,2,0,2,1,3,5,"Typ",0,"Paved",0,41,0,0,0,8,2009,"WD ","Normal",184900
0,0,1114,1114,0,0,0,3,2,0,1,1,"None",0,"Detchd","Aft.2005",1,2,576,2,2,"yes",0,63,13072,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","NotNorm","1Fam","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1114,0,0,1114,1,1,3,1,3,6,"Typ",0,"Paved",248,102,0,0,0,5,2009,"WD ","Normal",159000
0,0,1114,1114,0,0,0,3,2,0,1,1,"None",0,"None","None",0,0,0,0,0,"yes",0,63,13072,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","NotNorm","1Fam","1Story",5,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",1114,0,0,1114,1,1,3,1,3,6,"Typ",0,"Paved",0,39,0,0,0,8,2009,"WD ","Normal",142000
836,0,278,1114,0,1,0,3,2,0,6,1,"None",0,"Detchd","Bet.1992.2005",1,2,576,2,2,"yes",0,60,12450,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","NotNorm","1Fam","1Story",5,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",1114,0,0,1114,2,0,3,1,3,6,"Typ",0,"Paved",0,42,0,0,0,6,2009,"WD ","Normal",153000
