"age","body_type","diet","drinks","drugs","education","height","income","last_online","offspring","orientation","pets","religion","sign","smokes","status","male","where_town","religion_modifer","sign_modifer","asian","black","hispanic_latin","indian","middle_eastern","native_american","pacific_islander","white","essay_link","essay_length","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids"
36,"average","anything","socially","never","graduated_from_college_university",64,"missing",4,"kids_missing","gay","pets_missing","religion_missing","scorpio","no","single",0,"san_mateo","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.12608727329912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"a_little_extra","diet_missing","socially","never","graduated_from_two_year_college",66,"missing",11,"has_kids","straight","has_dogs_and_likes_cats","christianity","cancer","no","single",0,"san_mateo","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.43897159239586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,"athletic","diet_missing","socially","never","graduated_from_college_university",70,"missing",1,"kids_missing","straight","pets_missing","religion_missing","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.78558764500793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"athletic","mostly_anything","socially","never","graduated_from_law_school",68,"missing",1,"doesnt_have_kids","straight","has_dogs","agnosticism","scorpio","no","single",1,"san_mateo","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.33351070898294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"athletic","mostly_anything","socially","never","graduated_from_college_university",70,"missing",12,"kids_missing","straight","has_dogs","catholicism","leo","when_drinking","single",1,"redwood_city","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,6.97634807044775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"average","mostly_other","socially","drugs_missing","graduated_from_college_university",66,"missing",2,"has_a_kid","straight","likes_dogs_and_dislikes_cats","other","pisces","no","single",0,"san_francisco","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.24565506759454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"average","diet_missing","socially","never","graduated_from_college_university",64,"missing",1,"kids_missing","straight","pets_missing","christianity","gemini","no","single",0,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.4265490723973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,"average","diet_missing","socially","never","graduated_from_college_university",76,"missing",306,"kids_missing","straight","likes_cats","catholicism","cancer","no","single",1,"palo_alto","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.77611547709874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"athletic","diet_missing","often","drugs_missing","ed_missing",69,"missing",4,"doesnt_have_kids","straight","pets_missing","agnosticism","taurus","smokes_missing","single",1,"daly_city","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.47647238116391,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
35,"thin","anything","socially","never","graduated_from_masters_program",66,"missing",3,"kids_missing","straight","likes_dogs","religion_missing","cancer","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.73892375743946,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,"fit","diet_missing","socially","drugs_missing","graduated_from_college_university",74,"inc20000",5,"kids_missing","straight","has_dogs","religion_missing","aries","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.17554759602103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,"athletic","anything","often","sometimes","graduated_from_two_year_college",68,"missing",4,"doesnt_have_kids","straight","likes_dogs_and_dislikes_cats","christianity","leo","sometimes","single",1,"belmont","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.0335064842877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,"body_type_missing","diet_missing","socially","sometimes","working_on_college_university",62,"missing",17,"doesnt_want_kids","straight","likes_dogs_and_likes_cats","religion_missing","aquarius","no","single",0,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.19967834569117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,"skinny","diet_missing","rarely","never","graduated_from_college_university",72,"missing",50,"kids_missing","gay","dislikes_dogs_and_dislikes_cats","religion_missing","scorpio","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,6.93244789157251,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,"average","mostly_anything","socially","never","dropped_out_of_two_year_college",73,"missing",0,"doesnt_have_kids_but_might_want_them","straight","pets_missing","religion_missing","pisces","smokes_missing","single",1,"sausalito","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.82404601085629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"average","mostly_anything","socially","never","working_on_college_university",63,"inc30000",5,"kids_missing","straight","has_dogs","christianity","pisces","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.0825485693553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
29,"fit","mostly_anything","socially","never","graduated_from_college_university",77,"missing",9,"kids_missing","straight","likes_cats","atheism","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,1,8.29729437026692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,"fit","mostly_anything","socially","never","working_on_college_university",70,"inc40000",88,"kids_missing","straight","likes_dogs_and_likes_cats","other","capricorn","when_drinking","single",1,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,8.22737550683403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51,"average","diet_missing","not_at_all","never","graduated_from_high_school",61,"missing",1,"has_kids_but_doesnt_want_more","straight","pets_missing","other","cancer","yes","single",0,"novato","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.42162226780652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,"athletic","strictly_anything","socially","never","graduated_from_college_university",68,"missing",3,"doesnt_have_kids_but_wants_them","straight","likes_dogs_and_likes_cats","religion_missing","leo","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"curvy","mostly_anything","rarely","sometimes","graduated_from_high_school",63,"missing",1,"doesnt_have_kids_and_doesnt_want_any","bisexual","has_cats","buddhism","taurus","no","single",0,"san_bruno","and_laughing_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.66011431917393,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
39,"average","diet_missing","socially","drugs_missing","graduated_from_college_university",70,"missing",69,"kids_missing","straight","pets_missing","agnosticism","sign_missing","no","seeing_someone",1,"alameda","and_laughing_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"average","strictly_other","socially","never","graduated_from_college_university",68,"missing",17,"doesnt_have_kids_but_might_want_them","straight","likes_dogs_and_likes_cats","christianity","libra","no","single",0,"san_francisco","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.50878717063428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,"average","diet_missing","socially","never","graduated_from_masters_program",67,"inc70000",1,"doesnt_have_kids_but_might_want_them","straight","pets_missing","religion_missing","sign_missing","no","single",1,"oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.19440539110467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"a_little_extra","mostly_anything","socially","never","space_camp",69,"missing",8,"kids_missing","straight","likes_cats","atheism","capricorn","no","single",1,"redwood_city","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,7.76726399675731,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"a_little_extra","mostly_anything","socially","never","dropped_out_of_college_university",66,"inc50000",143,"kids_missing","straight","pets_missing","religion_missing","taurus","no","single",1,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.34858753092759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,"used_up","mostly_vegetarian","not_at_all","never","working_on_masters_program",63,"inc20000",1,"kids_missing","straight","has_dogs_and_has_cats","judaism","cancer","yes","single",0,"lafayette","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,8.22282213081366,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33,"average","diet_missing","socially","drugs_missing","graduated_from_college_university",71,"missing",85,"kids_missing","gay","pets_missing","religion_missing","libra","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.03262426102801,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"athletic","mostly_anything","socially","never","graduated_from_college_university",66,"inc50000",137,"kids_missing","straight","pets_missing","religion_missing","sign_missing","no","single",1,"emeryville","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"athletic","diet_missing","socially","never","graduated_from_masters_program",70,"missing",0,"kids_missing","gay","has_dogs","religion_missing","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.85166117788927,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27,"average","diet_missing","socially","drugs_missing","graduated_from_two_year_college",66,"missing",14,"kids_missing","straight","likes_dogs_and_has_cats","other","aries","no","single",1,"san_francisco","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.64108424917491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,"a_little_extra","mostly_other","socially","sometimes","working_on_two_year_college",62,"missing",1,"doesnt_want_kids","straight","likes_dogs_and_has_cats","religion_missing","aquarius","smokes_missing","available",0,"alameda","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,7.66434663209862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,"fit","diet_missing","socially","never","ed_missing",66,"missing",2,"kids_missing","gay","pets_missing","religion_missing","sagittarius","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.56178407474411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,"jacked","mostly_other","socially","never","ed_missing",74,"inc80000",2,"doesnt_have_kids_but_wants_them","straight","pets_missing","christianity","capricorn","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.43602781635185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,"fit","anything","socially","never","ed_missing",68,"missing",4,"has_kids","straight","has_dogs","atheism","sign_missing","no","single",1,"fairfax","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,5.57972982598622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"jacked","anything","drinks_missing","drugs_missing","graduated_from_college_university",64,"missing",1,"kids_missing","straight","likes_dogs_and_likes_cats","christianity","sign_missing","smokes_missing","single",0,"novato","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.17242457712485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,"fit","diet_missing","socially","drugs_missing","graduated_from_college_university",70,"inc150000",121,"kids_missing","straight","pets_missing","other","sign_missing","no","available",1,"san_francisco","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"athletic","mostly_vegetarian","socially","drugs_missing","graduated_from_college_university",71,"missing",1,"kids_missing","straight","pets_missing","religion_missing","sign_missing","no","single",1,"berkeley","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.89365635460264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"athletic","diet_missing","socially","never","working_on_college_university",72,"missing",260,"kids_missing","straight","likes_dogs_and_likes_cats","religion_missing","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.20455776256869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"athletic","mostly_anything","socially","never","graduated_from_college_university",68,"missing",35,"doesnt_have_kids_but_wants_them","straight","likes_dogs_and_has_cats","judaism","virgo","no","single",1,"walnut_creek","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.15305163493748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"body_type_missing","diet_missing","socially","never","graduated_from_college_university",66,"missing",41,"kids_missing","straight","has_dogs","religion_missing","sign_missing","no","single",0,"oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.35610766069589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"fit","mostly_anything","socially","never","graduated_from_college_university",70,"inc60000",11,"doesnt_have_kids","straight","likes_dogs","other","gemini","when_drinking","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,5.64190707093811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"thin","strictly_anything","socially","never","graduated_from_college_university",67,"missing",5,"might_want_kids","straight","likes_dogs_and_likes_cats","christianity","scorpio","no","single",0,"oakland","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.94873845481361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"athletic","diet_missing","socially","drugs_missing","ed_missing",70,"missing",5,"kids_missing","straight","likes_dogs_and_has_cats","other","scorpio","smokes_missing","single",1,"el_cerrito","and_laughing_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,1,8.64312074801403,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29,"fit","diet_missing","not_at_all","never","graduated_from_ph_d_program",66,"missing",61,"kids_missing","straight","pets_missing","religion_missing","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.21229446850034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"thin","mostly_anything","socially","sometimes","dropped_out_of_college_university",73,"inc100000",17,"doesnt_have_kids_but_might_want_them","straight","likes_dogs","atheism","gemini","no","single",1,"san_francisco","and_somewhat_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,8.28475659319044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"full_figured","diet_missing","often","drugs_missing","graduated_from_college_university",69,"missing",31,"kids_missing","straight","likes_dogs_and_has_cats","religion_missing","gemini","no","single",0,"oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,5.60947179518496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"curvy","mostly_vegetarian","socially","never","graduated_from_college_university",66,"inc40000",0,"doesnt_have_kids_but_wants_them","straight","has_dogs_and_has_cats","other","leo","no","single",0,"oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,1,8.17807746384961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27,"athletic","mostly_vegetarian","socially","never","working_on_masters_program",70,"missing",49,"kids_missing","straight","likes_dogs_and_likes_cats","religion_missing","virgo","no","single",1,"palo_alto","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.96901178110648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,"athletic","mostly_vegetarian","socially","never","graduated_from_masters_program",67,"missing",95,"kids_missing","straight","has_dogs_and_dislikes_cats","christianity","sagittarius","no","single",0,"oakland","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.18538701558042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,"fit","strictly_anything","not_at_all","never","graduated_from_college_university",70,"missing",2,"doesnt_have_kids_and_doesnt_want_any","straight","likes_dogs_and_has_cats","atheism","aquarius","no","single",1,"alameda","and_very_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.77022320415879,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"fit","diet_missing","socially","drugs_missing","working_on_college_university",74,"missing",6,"kids_missing","bisexual","pets_missing","religion_missing","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.5694814204143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"fit","diet_missing","socially","never","graduated_from_high_school",72,"missing",247,"kids_missing","straight","has_dogs","christianity","gemini","when_drinking","single",1,"richmond","and_somewhat_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.73933662735717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"average","diet_missing","socially","never","working_on_two_year_college",69,"missing",6,"kids_missing","straight","has_dogs","atheism","aries","trying_to_quit","single",1,"pacifica","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,1,7.87587915949631,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
