"age","body_type","diet","drinks","drugs","education","height","income","last_online","offspring","orientation","pets","religion","sign","smokes","status","male","where_town","religion_modifer","sign_modifer","asian","black","hispanic_latin","indian","middle_eastern","native_american","pacific_islander","white","essay_link","essay_length","Class","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids"
47,"fit","mostly_other","socially","drugs_missing","graduated_from_ph_d_program",72,"missing",3,"doesnt_have_kids_but_wants_them","straight","likes_dogs_and_likes_cats","judaism","pisces","no","single",1,"oakland","and_somewhat_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.94697599213542,"other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"average","diet_missing","rarely","never","dropped_out_of_college_university",71,"inc20000",330,"kids_missing","straight","pets_missing","religion_missing","capricorn","no","single",1,"san_pablo","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"full_figured","anything","socially","never","graduated_from_college_university",76,"missing",7,"kids_missing","straight","pets_missing","atheism","cancer","no","single",1,"oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.22983877815125,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"athletic","strictly_vegetarian","socially","sometimes","graduated_from_college_university",72,"inc100000",2,"kids_missing","straight","pets_missing","religion_missing","aquarius","sometimes","single",1,"san_mateo","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.89543600694297,"stem",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,"full_figured","mostly_anything","often","sometimes","graduated_from_college_university",69,"inc20000",163,"doesnt_want_kids","straight","likes_dogs_and_likes_cats","agnosticism","aquarius","trying_to_quit","single",0,"daly_city","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,6.57228254269401,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"a_little_extra","mostly_anything","socially","never","graduated_from_college_university",68,"missing",5,"doesnt_have_kids_but_wants_them","straight","likes_dogs_and_likes_cats","agnosticism","virgo","no","single",1,"san_francisco","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,8.10591119798651,"stem",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,"fit","diet_missing","socially","never","graduated_from_college_university",62,"missing",18,"kids_missing","straight","pets_missing","religion_missing","scorpio","no","single",0,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.52886925664225,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"average","other","not_at_all","never","ed_missing",73,"missing",132,"doesnt_have_kids_but_might_want_them","straight","pets_missing","christianity","capricorn","no","single",1,"oakland","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.07580886397839,"other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"average","mostly_anything","often","sometimes","working_on_college_university",71,"missing",1,"kids_missing","straight","pets_missing","religion_missing","aquarius","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,8.15651022607997,"other",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,"curvy","mostly_anything","socially","sometimes","working_on_college_university",70,"inc20000",3,"doesnt_have_kids","straight","likes_dogs_and_has_cats","other","cancer","trying_to_quit","single",0,"san_francisco","and_very_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.12029741895095,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,"average","diet_missing","socially","sometimes","graduated_from_masters_program",67,"missing",1,"doesnt_have_kids","straight","likes_dogs_and_has_cats","religion_missing","capricorn","when_drinking","single",0,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,5.63121178182137,"other",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"athletic","mostly_anything","socially","never","graduated_from_college_university",72,"inc80000",0,"wants_kids","straight","pets_missing","religion_missing","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.07534603108868,"stem",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"fit","diet_missing","socially","drugs_missing","ed_missing",67,"missing",6,"kids_missing","straight","pets_missing","religion_missing","sign_missing","smokes_missing","single",1,"palo_alto","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,4.27666611901606,"stem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"fit","strictly_anything","socially","drugs_missing","graduated_from_masters_program",70,"inc80000",3,"doesnt_have_kids_but_wants_them","straight","pets_missing","catholicism","scorpio","no","single",1,"oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.75790620835175,"other",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
33,"athletic","mostly_anything","socially","never","graduated_from_masters_program",65,"inc150000",94,"kids_missing","straight","likes_dogs","buddhism","taurus","no","single",1,"palo_alto","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.71020519443253,"other",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,"skinny","strictly_anything","very_often","drugs_missing","dropped_out_of_college_university",72,"inc40000",1,"doesnt_have_kids","straight","likes_dogs_and_likes_cats","other","virgo","when_drinking","single",1,"san_francisco","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,8.21256839823415,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"thin","diet_missing","often","drugs_missing","graduated_from_college_university",69,"missing",4,"doesnt_want_kids","gay","pets_missing","atheism","cancer","no","single",1,"san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.83557924666997,"stem",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"a_little_extra","mostly_anything","very_often","never","ed_missing",66,"missing",69,"kids_missing","straight","has_dogs","religion_missing","pisces","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.13886699994552,"other",1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"fit","mostly_other","rarely","never","ed_missing",63,"inc100000",1,"kids_missing","straight","pets_missing","other","sign_missing","no","single",0,"mill_valley","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.29641326877392,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,"average","mostly_anything","socially","drugs_missing","graduated_from_masters_program",68,"missing",3,"kids_missing","straight","has_dogs","christianity","leo","no","single",0,"oakland","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.78322401633604,"stem",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"athletic","mostly_anything","socially","never","graduated_from_college_university",72,"inc70000",61,"kids_missing","straight","has_dogs","religion_missing","taurus","no","single",1,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,6.26720054854136,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"athletic","mostly_anything","socially","never","graduated_from_college_university",68,"missing",4,"kids_missing","straight","has_dogs","christianity","virgo","no","single",1,"san_rafael","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.90073066404517,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
33,"athletic","diet_missing","socially","sometimes","graduated_from_masters_program",74,"missing",3,"kids_missing","gay","likes_dogs_and_likes_cats","other","aries","no","single",1,"san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.51479976048867,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"thin","anything","socially","never","working_on_college_university",64,"missing",4,"has_a_kid","straight","has_dogs","religion_missing","virgo","no","single",0,"el_sobrante","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.2152399787301,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,"fit","mostly_vegetarian","socially","sometimes","graduated_from_college_university",69,"inc60000",35,"kids_missing","straight","has_dogs_and_likes_cats","other","virgo","no","seeing_someone",1,"san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,5.82600010738045,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"athletic","anything","drinks_missing","drugs_missing","ed_missing",70,"missing",9,"kids_missing","straight","pets_missing","religion_missing","sign_missing","smokes_missing","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.67322312112171,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"fit","anything","socially","sometimes","graduated_from_masters_program",71,"missing",123,"kids_missing","straight","pets_missing","atheism","libra","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.79852305362521,"stem",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,"thin","mostly_anything","socially","never","graduated_from_college_university",71,"inc100000",1,"kids_missing","straight","likes_dogs","buddhism","sign_missing","no","single",1,"berkeley","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,8.95557714628151,"stem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
44,"average","anything","rarely","never","graduated_from_college_university",66,"inc50000",1,"doesnt_have_kids_but_might_want_them","straight","likes_dogs_and_likes_cats","religion_missing","capricorn","no","single",0,"san_rafael","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,6.90173720665657,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"athletic","diet_missing","often","sometimes","graduated_from_masters_program",64,"missing",1,"kids_missing","gay","pets_missing","atheism","aries","no","single",0,"san_francisco","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,8.14467918344776,"other",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,"athletic","diet_missing","not_at_all","never","graduated_from_masters_program",67,"missing",0,"kids_missing","straight","pets_missing","judaism","gemini","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.12447826249342,"stem",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"thin","diet_missing","rarely","never","graduated_from_two_year_college",72,"missing",1,"kids_missing","straight","likes_dogs_and_likes_cats","christianity","sagittarius","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,1,7.58781721999343,"stem",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,"average","strictly_anything","socially","never","graduated_from_college_university",66,"inc100000",2,"kids_missing","straight","pets_missing","religion_missing","sign_missing","when_drinking","single",1,"mountain_view","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.04141166379481,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"fit","mostly_vegetarian","socially","sometimes","graduated_from_masters_program",72,"missing",4,"doesnt_have_kids_but_might_want_them","straight","likes_dogs_and_likes_cats","atheism","sign_missing","no","single",1,"san_francisco","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.50549227473742,"stem",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"athletic","anything","socially","never","graduated_from_masters_program",66,"missing",0,"doesnt_have_kids_but_might_want_them","straight","likes_dogs_and_likes_cats","catholicism","taurus","no","single",0,"san_francisco","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,6.44413125670044,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"average","strictly_anything","socially","drugs_missing","working_on_college_university",63,"missing",4,"doesnt_have_kids","straight","likes_dogs","religion_missing","taurus","no","single",0,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.42773884053289,"other",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,"fit","diet_missing","socially","never","ed_missing",70,"missing",1,"doesnt_have_kids","straight","has_dogs","catholicism","sagittarius","no","single",1,"burlingame","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.40671073017764,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"athletic","diet_missing","socially","never","graduated_from_college_university",67,"missing",8,"doesnt_have_kids","straight","pets_missing","christianity","libra","no","single",1,"palo_alto","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,8.20275638165564,"other",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
37,"curvy","anything","rarely","never","graduated_from_space_camp",68,"inc1000000",1,"kids_missing","straight","likes_dogs_and_likes_cats","religion_missing","taurus","no","single",1,"san_bruno","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.71601526664259,"other",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"curvy","mostly_anything","socially","never","graduated_from_college_university",66,"missing",1,"doesnt_have_kids_but_wants_them","straight","likes_dogs_and_has_cats","christianity","cancer","no","single",0,"moraga","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.14755927118945,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
40,"athletic","anything","rarely","never","college_university",74,"inc1000000",12,"kids_missing","straight","pets_missing","religion_missing","scorpio","sometimes","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.1779441140506,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"average","diet_missing","socially","never","graduated_from_college_university",66,"missing",2,"kids_missing","gay","likes_dogs_and_likes_cats","agnosticism","sign_missing","no","single",1,"san_francisco","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.62070508683826,"stem",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"average","diet_missing","socially","never","working_on_masters_program",67,"missing",4,"doesnt_have_kids_but_wants_them","straight","pets_missing","religion_missing","sign_missing","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.46737106691756,"stem",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"average","mostly_anything","socially","never","ed_missing",71,"missing",1,"kids_missing","straight","has_cats","other","taurus","smokes_missing","single",0,"oakland","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.13534694890671,"stem",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"athletic","diet_missing","rarely","never","graduated_from_college_university",71,"missing",1,"kids_missing","gay","pets_missing","religion_missing","sagittarius","trying_to_quit","single",1,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.67368812926773,"other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,"average","mostly_vegetarian","socially","drugs_missing","two_year_college",73,"inc100000",0,"kids_missing","straight","likes_cats","buddhism","leo","no","single",1,"san_rafael","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.12849594568004,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,"athletic","diet_missing","socially","drugs_missing","graduated_from_masters_program",67,"missing",5,"doesnt_have_kids_and_doesnt_want_any","straight","dislikes_cats","atheism","libra","no","single",1,"berkeley","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.30182234213793,"stem",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,"average","diet_missing","socially","never","graduated_from_college_university",63,"missing",351,"kids_missing","straight","likes_dogs","catholicism","aquarius","no","single",0,"emeryville","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.63094658089046,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,"fit","diet_missing","socially","drugs_missing","dropped_out_of_masters_program",72,"missing",1,"kids_missing","straight","likes_dogs_and_has_cats","other","cancer","no","available",1,"oakland","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,1,8.75194905805861,"other",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,"body_type_missing","diet_missing","socially","drugs_missing","graduated_from_college_university",68,"inc80000",61,"kids_missing","straight","has_dogs_and_likes_cats","agnosticism","gemini","no","available",1,"san_francisco","and_somewhat_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,8.11102783819368,"stem",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"rather_not_say","anything","socially","never","graduated_from_college_university",62,"missing",1,"doesnt_have_kids","straight","pets_missing","catholicism","capricorn","smokes_missing","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,5.50938833662798,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"thin","diet_missing","rarely","never","ed_missing",70,"inc70000",1,"kids_missing","straight","likes_cats","religion_missing","cancer","no","seeing_someone",1,"san_mateo","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.3664451483276,"stem",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,"fit","diet_missing","socially","drugs_missing","graduated_from_masters_program",73,"missing",3,"kids_missing","gay","likes_dogs","buddhism","gemini","smokes_missing","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.18507147753228,"stem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
47,"average","diet_missing","often","sometimes","working_on_college_university",74,"missing",1,"doesnt_want_kids","bisexual","likes_dogs_and_has_cats","agnosticism","leo","no","single",1,"san_francisco","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,1,8.21932609390609,"other",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
